wav_filename,wav_filesize,transcript
wav/sample_0285.wav,149208,获得二零一七年联合国环保最高荣誉地球卫士奖
wav/sample_0286.wav,63640,宣布了今年的地球卫士奖
wav/sample_0287.wav,192574,联合国环境规划署在肯尼亚内洛贝举行的第三届联合国大会期间举办新闻发布会
wav/sample_0288.wav,68448,获得其中的激励与行动奖
wav/sample_0289.wav,50358,位于中国河北省北部
wav/sample_0290.wav,51328,占地九点三万公顷
wav/sample_0291.wav,57264,由于历史上的过度采伐
wav/sample_0292.wav,100936,北方沙漠的风沙可以肆无忌惮地刮入北京
wav/sample_0293.wav,46016,土地日渐贫瘠
wav/sample_0294.wav,76112,是我国人口最少的行政乡
wav/sample_0295.wav,85118,对事关国家安全党政务数据
wav/sample_0296.wav,29802,一九六二年
wav/sample_0297.wav,95808,数百名务林人开始在这一地区种植树木
wav/sample_0298.wav,42684,经过三代人努力
wav/sample_0299.wav,124468,将森林覆盖率从百分之十一点四提高到百分之八十
wav/sample_0300.wav,165216,目前这片人造林每年向北京和天津供应一点三七亿立方米的清洁水
wav/sample_0301.wav,85914,北京多云六度到零下五度
wav/sample_0302.wav,150940,中共中央政治局召开会议分析研究二零一八年经济工作
wav/sample_0303.wav,53252,习近平主持会议
wav/sample_0304.wav,125862,强调稳中求进工作总基调要长期坚持
wav/sample_0305.wav,169020,中共中央召开党外人士座谈会征求对经济工作的意见和建议
wav/sample_0306.wav,131110,时政解读防范风险要控制宏观杠杆率
wav/sample_0307.wav,91744,增强金融服务实体经济能力
wav/sample_0308.wav,187974,国务院扶贫办将在全国范围内开展扶贫领域作风问题专项治理
wav/sample_0309.wav,119446,四部门赴地方调研督导能源供应保障
wav/sample_0310.wav,74714,切实保障群众温暖过冬
wav/sample_0311.wav,171842,第三季度国家重大政策措施观测落实情况跟踪审计结果发布
wav/sample_0312.wav,95322,部分市县存在虚增财力现象
wav/sample_0313.wav,166104,统计显示我国创新指数提升创新型国家建设持续推进
wav/sample_0314.wav,167270,今年年底前我国将按计划禁止进口二十四种固体废物
wav/sample_0315.wav,119002,成为世界经济增长的主要动力源和稳定器
wav/sample_0316.wav,172280,对全球经济发展的影响力对全球治理的话语权大幅度提升
wav/sample_0317.wav,179942,生态环境状况明显好转居民收入增长总体快于经济增长
wav/sample_0318.wav,202262,基本公共服务均等化程度不断提高人民获得感幸福感明显增强
wav/sample_0319.wav,135740,做好明年经济工作要全面贯彻党的十九大精神
wav/sample_0320.wav,127984,以习近平新时代中国特色社会主义思想为指导
wav/sample_0321.wav,80082,加强党对经济工作的领导
wav/sample_0322.wav,85330,坚持稳中求进工作总基调
wav/sample_0323.wav,81254,紧叩我国社会主要矛盾变化
wav/sample_0324.wav,71434,按照高质量发展的要求
wav/sample_0325.wav,181254,统筹推进五位一体总体布局和协调推进四个全面战略布局
wav/sample_0326.wav,101294,坚持以供给侧结构性改革为主线
wav/sample_0327.wav,196610,统筹推进稳增长促改革调结构惠民生防风险各项工作
wav/sample_0328.wav,55880,大力推进改革开放
wav/sample_0329.wav,71338,创新和完善宏观调控
wav/sample_0330.wav,111852,推动质量变革效率变革动力变革
wav/sample_0331.wav,240854,在打好防范化解重大风险精准脱贫污染防治的攻坚战方面取得扎实进展
wav/sample_0332.wav,101662,引导和稳定预期加强和改善民生
wav/sample_0333.wav,95282,促进经济社会持续健康发展
wav/sample_0334.wav,185322,稳中求进工作总基调是治国理政的重要原则要长期坚持
wav/sample_0335.wav,281898,推动高质量发展是当前和今后一个时期确定发展思路制定经济政策实施宏观调控的根本要求
wav/sample_0336.wav,112116,必须深刻认识全面领会真正落实
wav/sample_0337.wav,141438,要统筹规划有序推进确保打赢三大攻坚战
wav/sample_0338.wav,153164,防范化解重大风险要使宏观杠杆率得到有效控制
wav/sample_0339.wav,176104,金融服务实体经济能力增强防范风险工作取得积极成效
wav/sample_0340.wav,135306,精准脱贫要瞄准特殊贫困人口精准帮扶
wav/sample_0341.wav,105456,进一步向深度贫困地区聚焦发力
wav/sample_0342.wav,84260,激发贫困人口内生脱贫动力
wav/sample_0343.wav,94148,巩固扶贫成果提高脱贫质量
wav/sample_0344.wav,235162,污染防治要使主要污染物排放总量继续明显减少生态环境质量总体改善
wav/sample_0345.wav,212600,要在协调推进各项工作的同时着力抓好重点工作力争取得明显成效
wav/sample_0346.wav,153064,要深化供给侧结构性改革 激发各类市场主体活力
wav/sample_0347.wav,218464,实施乡村振兴战略 推进区域协调发展 推动形成全面开放新格局
wav/sample_0348.wav,279260,提高保障和改善民生水平 加快住房制度改革和长效机制建设 提供更多优质生态产品
wav/sample_0349.wav,281172,会议强调 要全面加强和改善党对经济工作的领导 不折不扣落实党中央战略部署 和各项要求
wav/sample_0350.wav,266498,在换届工作中 各级党委要加强领导和统筹 确保换届工作 稳妥有序风清气正
wav/sample_0351.wav,139592,要树立正确政绩观 脚踏实地推进各项工作
wav/sample_0352.wav,191546,会议强调 在年终岁末 各地区各部门要切实做好保障和改善民生
wav/sample_0353.wav,182750,加强生产安全维护公共安全 保持社会稳定等有关工作
wav/sample_0354.wav,181454,央广消息 中共中央十二月六号在中南海召开党外人士座谈会
wav/sample_0355.wav,291228,就今年经济形式和明年经济工作听取各民主党派中央全国工商联负责人 和无党派人士代表的意见和建议
wav/sample_0356.wav,288122,中共中央总书记习近平主持座谈会并发表重要讲话 李克强俞正声张高丽王沪宁韩正出席座谈会
wav/sample_0357.wav,218196,李克强通报了今年经济工作有关情况介绍了中共中央关于过好明年经济工作的考虑
wav/sample_0358.wav,137704,在认真听取大家发言后习近平总书记做了重要讲话
wav/sample_0359.wav,274170,习近平强调 大家提出了很多建设性意见和建议听了很受启发 我们将认真研究积极吸纳
wav/sample_0360.wav,269688,五年的实践证明 中共中央对经济形势的判断对经济工作的决策 对发展思路的调整 是正确的
wav/sample_0361.wav,242392,现阶段 我国经济发展的基本特征 就是由高速增长阶段转向高质量发展阶段
wav/sample_0362.wav,285344,高质量发展是我们当前和今后一个时期 确定发展思路制定经济政策实施宏观调控的根本要求
wav/sample_0363.wav,103322,必须深刻认识全面领会真正落实
wav/sample_0364.wav,157606,习近平给各民主党派工商联和无党派人士提出三点希望
wav/sample_0365.wav,239788,一是希望大家深入学习领会中共十九大提出的重要思想重要观点重大判断重大举措
wav/sample_0366.wav,179016,引导广大成员增进对中国共产党和中国特色社会主义的政治认同
wav/sample_0367.wav,154292,把智慧和力量 凝聚到中共十九大确定的目标任务上来
wav/sample_0368.wav,210010,共同致力于新时代坚持和发展中国特色社会主义 实现中华民族伟大复兴
wav/sample_0369.wav,110518,二是希望大家充分发挥特点和优势
wav/sample_0370.wav,212600,在融入大局服务大局保障大局中 找准履职尽责的切入点和突破口
wav/sample_0371.wav,103340,深入进行调查研究提出真知灼见
wav/sample_0372.wav,108914,协助党委和政府做好矛盾化解工作
wav/sample_0373.wav,91072,积极营造团结稳定的社会环境
wav/sample_0374.wav,211314,三是希望各民主党派以换届为契机 继承和发扬多党合作的优良传统
wav/sample_0375.wav,187466,深化政治交接 加强思想组织制度 特别是领导班子建设
wav/sample_0376.wav,115696,提高中国特色社会主义参政党建设水平
wav/sample_0377.wav,185662,他还希望工商联加强自身建设做好代表人士教育培养工作
wav/sample_0378.wav,173422,中共中央政治局昨天召开的会议对明年的经济工作提出了多项要求
wav/sample_0379.wav,231258,比如要使宏观杠杆率得到有效控制 要加快住房制度改革 和长效机制建设等
wav/sample_0380.wav,138174,对于这些问题 专家向央广记者马闯做了部分解读
wav/sample_0381.wav,278168,在国家信息中心经济预测部宏观经济研究室主任牛离看来稳中求进是我们处理经济工作的一个方法论
wav/sample_0382.wav,174008,会议指出防范化解重大风险要使宏观杠杆率得到有效控制
wav/sample_0383.wav,82256,金融服务实体经济能力增强
wav/sample_0384.wav,105702,如何让防范风险工作取得积极成效
wav/sample_0385.wav,109310,国务院发展研究中心研究院张立群表示
wav/sample_0386.wav,92944,一方面 要稳定杠杆率增加的速度
wav/sample_0387.wav,94280,另一方面 就是要推动实体经济发展
wav/sample_0388.wav,163292,昨天的会上还提出 要加快住房制度改革和长效机制建设
wav/sample_0389.wav,135840,在篇幅不长的消息稿中 这十多个字最受大家关注
wav/sample_0390.wav,171022,去年此时 中央政治局会议便已经提出建立房地产长效机制
wav/sample_0391.wav,154834,牛离认为 在房价飙升已经严重影响百姓生活的情况下
wav/sample_0392.wav,62506,改革的步伐需要加快
wav/sample_0393.wav,191546,全国人大常委会委员长张德江昨天在人民大会堂会见了马尔代夫总统亚明
wav/sample_0394.wav,163560,按照两国元首的战略指引深入开展立法治国理政经验交流
wav/sample_0395.wav,282098,积极促进旅游教育青年等人文交流 为新时期中马关系实现更大发展 奠定法律和民意基础
wav/sample_0396.wav,229988,当天下午马尔代夫总统亚明前往北京天安门广场向人民英雄纪念碑敬献花圈
wav/sample_0397.wav,188158,国务院副总理张高丽昨天在北京会见了 国际能源署执行干事比罗尔
wav/sample_0398.wav,275974,张高丽表示 习近平总书记强调 中国将坚定不移贯彻创新协调绿色开放共享的发展理念
wav/sample_0399.wav,272172,重大清洁能源产业 推进能源生产和消费革命 构建清洁低碳安全高效的能源体系
wav/sample_0400.wav,236012,中国愿与国际能源署加强合作 共同推进中国能源绿色发展和能源国际合作
